CPU Name,Price1,CPU Mark,CPU Value2,Thread Mark,Thread Value3,TDP (W),Power Perf.4,Test Date5,Socket,Category,
Intel Celeron G1610T @ 2.30GHz,$40.04*,2256,56.35,1196,29.88,35,64,Nov-13,LGA1155,Desktop,
AMD Opteron 8354,$24.00 ,2255,93.98,NA,NA,75,30,Aug-09,F (1207),Server,
Intel Pentium G645T @ 2.50GHz,NA,2255,NA,1279,NA,35,64,Jan-12,LGA1155,Desktop,
AMD Athlon X2 370K Dual Core,NA,2251,NA,1461,NA,65,34,Nov-13,NA,Unknown,
AMD A6-5400B APU,$105.04*,2250,21.43,1334,12.71,65,34,Nov-13,FM2,Desktop,
AMD Athlon II X3 415e,$75.00*,2247,29.97,853,11.39,45,49,Oct-10,AM3,Desktop,
AMD Opteron 2393 SE,NA,2246,NA,1119,NA,105,21,Apr-13,F (1207),Server,
Intel Core i7-640LM @ 2.13GHz,NA,2245,NA,1067,NA,25,89,Feb-10,BGA1288,Laptop,
Intel Core i5-520 @ 2.40GHz,NA,2244,NA,NA,NA,35,64,Dec-10,NA,Laptop,
AMD Phenom II X3 700e,NA,2242,NA,774,NA,65,34,Nov-10,AM3,Desktop,
Intel Xeon E3120 @ 3.16GHz,NA,2241,NA,1338,NA,65,34,Mar-10,LGA775,Server,
AMD Athlon II X3 425e,NA,2239,NA,NA,NA,45,49,Sep-12,AM3,Desktop,
AMD Phenom X4 Quad-Core GP-9600,NA,2235,NA,665,NA,95,23,Jul-09,AM2+,Desktop,
Intel Celeron 1020E @ 2.20GHz,NA,2232,NA,1209,NA,35,63,Jul-14,FCBGA1023, FCP,Laptop
AMD A4 PRO-7350B,NA,2227,NA,1310,NA,65,34,Dec-14,FM2+,Desktop,
AMD Phenom II X3 705e,$152.34*,2227,14.63,844,5.54,65,34,Jul-09,AM3,Desktop,
AMD A4-6300 APU,$45.55*,2225,48.85,1356,29.78,65,34,Nov-13,FM2,Desktop,
AMD Phenom II X2 565,$209.95*,2225,10.6,1118,5.33,80,27,Jan-11,AM2+/AM3,Desktop,
Intel Pentium 4415Y @ 1.60GHz,$161.00*,2222,13.8,809,5.03,6,370,Aug-18,FCBGA1515,Laptop,
Intel Core i5-3339Y @ 1.50GHz,NA,2215,NA,913,NA,13,170,Jan-13,BGA1023,Desktop,
Intel Xeon E5310 @ 1.60GHz,$49.00*,2214,45.19,632,12.9,80,27,Mar-09,LGA771,Server,
Intel Core i3-4020Y @ 1.50GHz,NA,2213,NA,836,NA,11.5,192,Jan-14,BGA1168,Desktop,
Intel Core2 Duo E8700 @ 3.50GHz,NA,2212,NA,NA,NA,NA,NA,Dec-10,NA,Unknown,
AMD Phenom X2 Dual-Core GE-5560,NA,2206,NA,NA,NA,NA,NA,Feb-11,NA,Unknown,
AMD Phenom 9500 Quad-Core,$28.99*,2203,76.01,756,26.1,95,23,Nov-08,AM2+,Desktop,
AMD A6-8500P,NA,2202,NA,1315,NA,15,146,May-16,BGA (FP4),Laptop,
AMD A6-3430MX APU,NA,2200,NA,644,NA,45,48,Feb-12,FS1,Laptop,
Intel Celeron G540 @ 2.50GHz,$45.00*,2197,48.84,1287,28.62,65,33,Oct-11,LGA1155,Desktop,
Intel Core i5 750S @ 2.40GHz,$99.99*,2197,21.97,987,9.87,82,26,Jul-12,LGA1156,Desktop,
AMD Athlon X3 425,NA,2191,NA,701,NA,95,23,Feb-10,NA,Unknown,
AMD Phenom II X620 Dual-Core,NA,2189,NA,1173,NA,45,48,Feb-13,S1,Laptop,
HP Hexa-Core 2.0GHz,$504.27*,2178,4.32,776,1.54,NA,NA,Nov-14,NA,Unknown,
Intel Core i3-390M @ 2.67GHz,$38.95*,2172,55.78,1005,25.82,35,62,Feb-11,BGA1288,Laptop,
AMD A4-6210 APU,NA,2171,NA,692,NA,15,144,Jul-14,FT3b,Laptop,
AMD A6-9220,NA,2171,NA,1221,NA,15,144,Aug-17,NA,Laptop,
AMD A8-3520M APU,NA,2170,NA,638,NA,35,62,Jan-12,FS1,Laptop,
Intel Atom C2558 @ 2.40GHz,$136.00*,2169,15.95,550,4.05,15,144,Jul-15,BGA 1283,Laptop,
Intel Core i3-3217UE @ 1.60GHz,NA,2162,NA,702,NA,17,127,Jan-14,BGA1023,Laptop,
AMD A6-5400K APU,$62.02 ,2161,34.85,1310,21.13,65,33,Oct-12,FM2,Desktop,
AMD A4-6300B APU,$100.00*,2159,21.59,1403,14.04,65,33,Dec-13,NA,Desktop,
Intel Xeon E3110 @ 3.00GHz,$22.99*,2159,93.93,1265,55.06,65,33,Nov-08,LGA775,Server,
Intel Core i3-4012Y @ 1.50GHz,NA,2157,NA,813,NA,11.5,187,Jun-14,FCBGA1168,Laptop,
AMD A4-5300B APU,$38.00*,2149,56.56,1289,33.92,65,33,Dec-12,FM2,Desktop,
Intel Core2 Duo E8400 @ 3.00GHz,$45.50*,2148,47.22,1247,27.42,65,33,Nov-08,LGA775,Desktop,
Intel Atom C2550 @ 2.40GHz,NA,2141,NA,581,NA,14,152,Aug-14,FCBGA1283,Server,
Intel Core2 Duo T9900 @ 3.06GHz,$398.95*,2137,5.36,1182,2.97,35,61,Jul-09,BGA479,PGA478,Laptop
AMD A6-9225,NA,2136,NA,1235,NA,15,142,Aug-18,BGA (FT4),Laptop,
Intel Pentium G6951 @ 2.80GHz,$94.00*,2135,22.72,1157,12.31,73,29,Jan-11,LGA1156,Desktop,
Intel Xeon L5320 @ 1.86GHz,$69.99*,2135,30.52,580,8.29,50,42,Oct-11,LGA771,Server,
Intel Core i5-450M @ 2.40GHz,$31.95*,2133,66.76,975,30.53,35,60,Jun-10,PGA988A,Laptop,
Intel Celeron G1820TE @ 2.20GHz,NA,2132,NA,1203,NA,35,60,Oct-14,LGA1150,Desktop,
AMD Athlon II X2 280,$99.99*,2129,21.3,1211,12.12,65,32,Mar-13,AM3,Unknown,
Intel Celeron G530 @ 2.40GHz,$39.99*,2128,53.22,1234,30.88,65,32,Sep-11,LGA1155,Desktop,
Intel Core2 Duo E8335 @ 2.93GHz,NA,2128,NA,1160,NA,NA,NA,Jun-09,Socket P,Laptop,
AMD A4-5050 APU,NA,2124,NA,616,NA,13.5,157,May-17,FT3,Laptop,
AMD Phenom II X2 B59,$44.04*,2124,48.25,1136,25.8,80,26,Jan-12,AM2+/AM3,Unknown,
AMD A8-4555M APU,NA,2123,NA,713,NA,19,111,Oct-12,FP2,Laptop,
AMD Phenom 9150e Quad-Core,$39.95*,2114,52.92,620,15.54,65,32,Feb-09,AM2+,Desktop,
Intel Celeron G540T @ 2.10GHz,NA,2114,NA,1112,NA,35,60,Jul-12,LGA1155,Desktop,
Intel Celeron J3455 @ 1.50GHz,$359.99 ,2113,5.87,771,2.14,10,211,Oct-16,FCBGA1296,Desktop,
AMD Sempron 240,$58.00 ,2110,36.39,1226,21.15,65,32,Oct-18,FM2,Desktop,
AMD Athlon 5150 APU,$159.95 ,2105,13.16,633,3.96,25,84,Apr-14,AM1,FS1b,Desktop
AMD Phenom II X2 511,NA,2104,NA,1153,NA,65,32,Feb-11,AM2+/AM3,Unknown,
AMD A6-9230,NA,2102,NA,1241,NA,15,140,Aug-17,NA,Desktop,
Intel Core2 Duo E8435 @ 3.06GHz,NA,2097,NA,1221,NA,NA,NA,Mar-09,Socket P,Laptop,
Intel Core i5-430M @ 2.27GHz,$139.95*,2094,14.96,899,6.43,35,59,Jan-10,BGA1288,Laptop,
Intel Core i3-380M @ 2.53GHz,$59.95 ,2093,34.93,970,16.19,35,59,Nov-10,PGA988A,Laptop,
Intel Pentium G630T @ 2.30GHz,$79.99*,2089,26.12,1163,14.55,35,59,Oct-11,LGA1155,Desktop,
AMD Embedded G-Series GX-224IJ Radeon R4E,NA,2088,NA,1199,NA,15,139,Nov-17,FP4,Laptop,
AMD Phenom II P960 Quad-Core,$28.00*,2086,74.51,608,21.72,35,59,Feb-11,S1,Laptop,
AMD Athlon II X2 B28,$49.05*,2085,42.52,1170,23.87,65,32,Jul-12,AM3,Desktop,
Intel Atom C2538 @ 2.40GHz,$104.00*,2085,20.05,557,5.36,15,139,May-18,FCBGA1283,Laptop,
AMD Phenom 8850B Triple-Core,NA,2080,NA,890,NA,95,21,Sep-10,NA,Desktop,
AMD Athlon X3 440,$87.99*,2078,23.62,937,10.65,95,21,Mar-10,NA,Unknown,
AMD PRO A6-9500B,NA,2076,NA,1244,NA,15,138,Mar-17,FP4,Laptop,
Intel Core2 Extreme X9100 @ 3.06GHz,$851.00*,2075,2.44,1175,1.38,44,47,Dec-08,PGA478,Laptop,
AMD Phenom II X2 521,NA,2071,NA,1129,NA,65,31,Jun-11,AM2+/AM3,Unknown,
Intel Xeon E3-1220L v3 @ 1.10GHz,NA,2070,NA,799,NA,13,159,May-14,LGA1150,Server,
ZHAOXIN KaiXian ZX-C+ C4700@2.0GHz,NA,2069,NA,525,NA,NA,NA,Oct-19,NA,Unknown,
AMD Phenom II X2 570,NA,2068,NA,1198,NA,80,25,Dec-15,AM3,Desktop,
Intel Core i5-2537M @ 1.40GHz,NA,2064,NA,861,NA,17,121,Mar-11,BGA1023,Laptop,
AMD Phenom II X2 560,$64.99*,2062,31.73,1097,16.89,80,25,Oct-10,AM2+/AM3,Unknown,
AMD A4-5100 APU,NA,2060,NA,620,NA,15,137,Jul-15,FT3,Laptop,
Intel Pentium 4405Y @ 1.50GHz,NA,2059,NA,783,NA,6,343,May-16,FCBGA1515,Laptop,
Intel Pentium G6960 @ 2.93GHz,NA,2059,NA,1219,NA,73,28,Feb-11,LGA1156,Desktop,
AMD A6-3410MX APU,$3.99*,2058,515.98,593,148.68,45,45,Jul-11,FS1,Laptop,
AMD Phenom 8750 Triple-Core,NA,2058,NA,812,NA,95,21,Feb-09,AM2+,Desktop,
Intel Pentium 4410Y @ 1.50GHz,$161.00*,2050,12.73,757,4.71,6,341,Nov-17,FCBGA1515,Laptop,
AMD Phenom II X2 555,$27.98*,2042,72.98,1069,38.22,80,25,Feb-10,AM2+/AM3,Desktop,
Intel Atom T5700 @ 1.70GHz,NA,2039,NA,844,NA,NA,NA,Jul-18,NA,Laptop,
Intel Pentium N4200 @ 1.10GHz,$233.98*,2036,8.7,831,3.56,6,339,Nov-16,FCBGA1296,Laptop,
AMD Phenom 8750B Triple-Core,NA,2034,NA,805,NA,95,21,May-09,AM2+,Desktop,
Intel Pentium G620T @ 2.20GHz,$79.99*,2033,25.42,1138,14.23,35,58,Jul-11,LGA1155,Desktop,
Intel Celeron G550T @ 2.20GHz,NA,2032,NA,1135,NA,35,58,Aug-14,LGA1155,Desktop,
AMD A6-3500 APU,$39.99*,2029,50.76,753,18.84,65,31,Sep-11,FM1,Desktop,
Intel Pentium B980 @ 2.40GHz,$69.95*,2027,28.98,1164,16.64,35,57,Dec-12,FCPGA988,Laptop,
AMD Phenom 8450e Triple-Core,NA,2026,NA,702,NA,65,31,Oct-09,AM2+,Desktop,
AMD Phenom II X2 550,$49.99*,2023,40.47,1065,21.32,80,25,Jun-09,AM2+/AM3,Desktop,
AMD Phenom II X640 Dual-Core,NA,2021,NA,1001,NA,45,44,Apr-12,S1,Unknown,
AMD A4-5300 APU,$110.32*,2017,18.29,1243,11.27,65,31,Oct-12,FM2,Desktop,
AMD A6-9220C,NA,2017,NA,1123,NA,6,336,May-19,FT4,Laptop,
Intel Core2 Duo T9800 @ 2.93GHz,$423.89*,2016,4.76,1121,2.65,35,57,Feb-09,BGA479,Laptop,
Intel Core2 Duo P9700 @ 2.80GHz,NA,2015,NA,1110,NA,28,71,Jun-09,PGA478,Laptop,
Intel Core i3-370M @ 2.40GHz,$39.96*,2014,50.42,918,22.97,35,57,Jul-10,PGA988A,Laptop,
AMD Athlon II X3 400e,$107.43*,2009,18.7,754,7.02,45,44,Dec-09,AM3,Desktop,
AMD A6-3420M APU,NA,2004,NA,592,NA,35,57,Jan-12,FS1,Laptop,
AMD A4-9125,NA,2001,NA,1126,NA,15,133,Nov-18,BGA (FT4),Laptop,
AMD Athlon II X3 405e,$79.99*,2000,25,792,9.91,45,44,Mar-10,AM3,Desktop,
AMD Phenom II N870 Triple-Core,NA,2000,NA,730,NA,35,57,Mar-11,S1,Laptop,
AMD Phenom X4 Quad-Core GP-9530,NA,1994,NA,381,NA,NA,NA,Oct-16,AM2+ (940-pin),Desktop,
Intel Core2 Duo E8300 @ 2.83GHz,$19.99*,1989,99.53,1175,58.79,65,30,Dec-08,LGA775,Desktop,
AMD Phenom 8650 Triple-Core,$49.99*,1986,39.73,785,15.72,95,20,Dec-08,AM2+,Desktop,
Intel Celeron 2950M @ 2.00GHz,NA,1984,NA,1152,NA,37,53,Apr-14,FCPGA946,Laptop,
AMD A8-3500M APU,$69.95 ,1980,28.31,559,8,35,56,Jul-11,FS1,Laptop,
Intel Pentium G640T @ 2.40GHz,NA,1979,NA,1211,NA,35,56,Jan-12,LGA1155,Desktop,
Intel Celeron 4205U @ 1.80GHz,$107.00*,1977,18.48,1035,9.68,15,131,May-19,FCBGA1528,Laptop,
AMD Athlon II X2 270,$23.99*,1975,82.35,1152,48.02,65,30,Aug-11,AM3,Desktop,
Intel Pentium E6800 @ 3.33GHz,$89.00*,1974,22.19,1338,15.04,65,30,Oct-10,LGA775,Desktop,
Intel Pentium J2900 @ 2.41GHz,NA,1973,NA,591,NA,10,197,Feb-14,FCBGA1170,Desktop,
AMD A10 Micro-6700T APU,NA,1970,NA,778,NA,5,394,May-15,FT3b,Laptop,
Intel Core i7-610 @ 2.53GHz,NA,1969,NA,NA,NA,35,56,Apr-11,BGA1288,Unknown,
AMD Phenom 8850 Triple-Core,NA,1968,NA,896,NA,95,20,Aug-10,AM2+,Desktop,
Intel Pentium 3805U @ 1.90GHz,NA,1965,NA,1064,NA,15,131,Feb-15,FCBGA1168,Laptop,
Intel Core2 Duo E7600 @ 3.06GHz,$119.95*,1961,16.35,1236,10.31,65,30,Jun-09,LGA775,Desktop,
AMD GX-415GA SOC,NA,1956,NA,579,NA,15,130,Nov-13,FT3 (769-BGA),Laptop,
Intel Xeon 5160 @ 3.00GHz,$49.99 ,1956,39.13,1138,22.78,80,24,Feb-09,LGA771,Server,
Intel Core2 Duo E8235 @ 2.80GHz,NA,1955,NA,1086,NA,NA,NA,Mar-09,Socket P,Laptop,
AMD R-460L APU,NA,1954,NA,732,NA,25,78,Feb-15,BGA827 (FP2),Laptop,
Intel Core i7-620LM @ 2.00GHz,NA,1954,NA,931,NA,25,78,Apr-10,rPGA988A,Laptop,
AMD A6-5357M APU,NA,1953,NA,1132,NA,35,55,Oct-13,FP2,Laptop,
Intel Pentium B970 @ 2.30GHz,$50.99*,1953,38.3,1121,21.99,35,55,Jul-12,PGA988,Laptop,
AMD A4-9120,NA,1949,NA,1112,NA,15,129,Sep-17,BGA,Laptop,
Intel Celeron 3765U @ 1.90GHz,NA,1948,NA,1045,NA,15,129,Jun-16,FCBGA1168,Laptop,
Intel Core2 Duo E6850 @ 3.00GHz,$49.99*,1945,38.92,1137,22.76,65,29,Nov-08,LGA775,Desktop,
AMD Athlon II X2 250e,$76.73*,1939,25.28,1056,13.77,45,43,Jun-11,AM3,Desktop,
AMD Phenom II N850 Triple-Core,$25.00*,1937,77.51,729,29.18,35,55,Sep-10,S1,Laptop,
Intel Core i3-330E @ 2.13GHz,NA,1935,NA,915,NA,35,55,Jul-12,BGA1288,Laptop,
Intel Celeron 3955U @ 2.00GHz,NA,1934,NA,1043,NA,15,128,Feb-16,FCBGA1356,Laptop,
Intel Pentium N3540 @ 2.16GHz,$250.87*,1933,7.71,582,2.32,7.5,257,Oct-14,FCBGA1170,Laptop,
AMD Athlon X2 340 Dual Core,$49.99*,1932,38.66,1271,25.43,65,29,Jul-13,NA,Unknown,
Intel Pentium E6700 @ 3.20GHz,$29.99 ,1932,64.44,1287,42.95,65,29,Jul-10,LGA775,Desktop,
AMD Phenom X3 8550,$169.95*,1931,11.36,742,4.37,95,20,May-09,AM2/AM2+,Desktop,
Intel Core2 Duo T9600 @ 2.80GHz,$89.95*,1927,21.43,1078,11.99,35,55,Feb-09,BGA479,Laptop,
AMD Phenom II X2 B55,$48.00*,1926,40.13,1033,21.53,80,24,Dec-09,AM3,Desktop,
AMD Phenom 8600B Triple-Core,$52.99*,1924,36.33,763,14.4,95,20,Apr-09,AM2+,Desktop,
AMD Opteron 2224 SE,NA,1919,NA,NA,NA,119,16,Apr-10,F (1207),Server,
AMD A4-5000 APU,NA,1918,NA,585,NA,15,127,Aug-13,FT3,Laptop,
AMD Phenom II X2 545,$43.98*,1918,43.62,1026,23.34,80,23,Aug-09,AM2+/AM3,Desktop,
Intel Celeron 3865U @ 1.80GHz,NA,1918,NA,1020,NA,15,127,Jun-17,BGA1356,Laptop,
AMD E2-6110 APU,NA,1917,NA,573,NA,15,127,Oct-14,AM1,FT3b,Laptop
Intel Pentium J3710 @ 1.60GHz,NA,1913,NA,586,NA,6.5,294,May-16,NA,Desktop,
Intel Pentium N3530 @ 2.16GHz,NA,1911,NA,558,NA,7.5,254,Jun-14,FCBGA1170,Laptop,
AMD A4-4020 APU,$83.00 ,1909,23,1164,14.03,65,29,Jul-14,FM2,Desktop,
AMD A6-5350M APU,$43.12 ,1906,44.2,1143,26.52,35,54,Jul-13,FS1r2,Laptop,
AMD Athlon II X2 B26,$44.95 ,1906,42.42,1102,24.53,65,29,Sep-11,NA,Unknown,
Intel Xeon @ 2.20GHz,NA,1902,NA,1573,NA,61,31,Mar-18,PPGA603,Server,
Intel Core i3-4010Y @ 1.30GHz,NA,1900,NA,695,NA,11.5,165,Dec-13,BGA1168,Desktop,
VIA QuadCore C4650@2.0GHz,NA,1897,NA,526,NA,NA,NA,Oct-15,NA,Unknown,
Intel Atom x7-Z8750 @ 1.60GHz,NA,1894,NA,586,NA,4,473,Mar-17,UTFCBGA1380,Laptop,
Intel Core2 Extreme X9000 @ 2.80GHz,$409.95*,1894,4.62,1080,2.64,44,43,Feb-09,PGA478,Laptop,
AMD Athlon II X2 265,$82.88*,1892,22.84,1116,13.47,65,29,Nov-10,AM3,Desktop,
Intel Core i3-350M @ 2.27GHz,$16.75 ,1891,112.9,820,48.99,35,54,Jan-10,BGA1288,Laptop,
AMD Phenom II N830 Triple-Core,NA,1890,NA,683,NA,35,54,May-10,S1,Laptop,
Intel Atom x7-Z8700 @ 1.60GHz,$73.63*,1890,25.68,550,7.47,4,472,Apr-15,BGA1380,Laptop,
AMD A6-3400M APU,$29.97*,1888,63.01,539,17.99,35,53,Jun-11,FS1,Laptop,
AMD Phenom 8450 Triple-Core,$29.95*,1888,63.07,721,24.08,95,19,Dec-08,AM2+,Desktop,
Intel Pentium E5800 @ 3.20GHz,$29.99*,1887,62.92,1312,43.77,65,29,Jan-12,LGA775,Desktop,
Intel Core2 Duo E8200 @ 2.66GHz,$49.99*,1882,37.66,1110,22.22,65,28,Nov-08,LGA775,Desktop,
AMD Athlon II X2 260,$19.99*,1876,93.89,1074,53.76,65,28,Jul-10,AM3,Desktop,
Intel Atom E3950 @ 1.60GHz,NA,1876,NA,672,NA,12,156,Nov-16,BGA1296,Laptop,
Intel Core2 Extreme X6800 @ 2.93GHz,$263.64*,1875,7.11,1112,4.22,75,25,Dec-08,PLGA775,Desktop,
Intel Core2 Duo E7500 @ 2.93GHz,$14.99*,1874,125.04,1201,80.14,65,28,Mar-09,LGA775,Desktop,
Intel Atom E3940 @ 1.60GHz,NA,1867,NA,657,NA,9.5,196,May-18,NA,Laptop,
AMD Phenom II P920 Quad-Core,$75.00*,1866,24.89,509,6.79,25,74,Jul-10,S1,Laptop,
Intel Core2 Duo P9600 @ 2.66GHz,NA,1866,NA,1036,NA,25,74,Mar-09,PGA478,Laptop,
AMD A4-5150M APU,NA,1864,NA,1098,NA,35,53,Jul-13,FS1r2,Laptop,
Intel Pentium N3710 @ 1.60GHz,NA,1864,NA,575,NA,6,310,Mar-16,FCBGA1170,Laptop,
Intel Pentium E6600 @ 3.06GHz,$100.00*,1861,18.61,1242,12.43,65,28,Nov-10,LGA775,Desktop,
Intel Pentium G6950 @ 2.80GHz,$39.99*,1860,46.52,1112,27.83,73,25,Jan-10,LGA1156,Desktop,
Intel Pentium B960 @ 2.20GHz,$48.99*,1853,37.84,1069,21.83,35,52,Jan-12,PGA988,Laptop,
Intel Celeron 3867U @ 1.80GHz,$107.00*,1852,17.31,1028,9.61,15,123,May-19,FCBGA1356,Laptop,
Intel Celeron J1900 @ 1.99GHz,NA,1852,NA,534,NA,10,185,Jan-14,FCBGA1170,Desktop,
Intel Celeron N3450 @ 1.10GHz,$159.21 ,1850,11.62,728,4.57,6,308,Dec-16,FCBGA1296,Laptop,
Intel Core2 Duo E8335 @ 2.66GHz,NA,1846,NA,1082,NA,NA,NA,Mar-09,Socket P,Laptop,
AMD Phenom II N660 Dual-Core,$99.00*,1844,18.64,971,9.81,35,52,Jan-11,S1,Laptop,
Intel Xeon W3505 @ 2.53GHz,$24.86*,1844,74.18,1049,42.22,130,14,Apr-09,LGA1366,Server,
AMD Opteron 2222,664.98*,1843,1.11,950,0.57,95,19,May-13,F (1207),Server,
AMD Athlon II X2 255,$65.22*,1841,28.24,1045,16.03,65,28,Jan-10,AM3,Desktop,
Intel Xeon 3075 @ 2.66GHz,$349.95*,1840,5.26,1061,3.03,NA,NA,Feb-11,NA,Server,
Intel Pentium J2850 @ 2.41GHz,NA,1839,NA,548,NA,10,183,May-14,FCBGA1170,Desktop,
Intel Pentium N3700 @ 1.60GHz,$444.78*,1836,4.13,547,1.23,6,306,Apr-15,FCBGA1170,Laptop,
Intel Atom x5-Z8550 @ 1.44GHz,NA,1835,NA,552,NA,4,458,Jul-16,UTFCBGA1380,Laptop,
AMD A6 Micro-6500T APU,NA,1834,NA,699,NA,NA,NA,Jan-16,NA,Laptop,
AMD Phenom 9100e Quad-Core,$39.95*,1833,45.89,624,15.64,65,28,Feb-09,AM2+,Desktop,
AMD A4-4000 APU,$128.27*,1831,14.27,1113,8.68,65,28,May-13,FM2,Desktop,
AMD Phenom II P940 Quad-Core,NA,1831,NA,501,NA,35,52,Oct-10,S1,Laptop,
Intel Core i3-2377M @ 1.50GHz,NA,1828,NA,724,NA,17,107,Jul-12,BGA1023,Laptop,
AMD A8-7050,NA,1824,NA,955,NA,15,121,Jan-16,NA,Laptop,
AMD Phenom II X2 B57,NA,1823,NA,1069,NA,80,22,May-10,NA,Unknown,
Intel Xeon L5238 @ 2.66GHz,NA,1823,NA,NA,NA,35,52,Jun-09,LGA771,Server,
Intel Pentium 2127U @ 1.90GHz,$134.00*,1821,13.59,986,7.36,17,107,Aug-13,FCBGA1023,Laptop,
Intel Celeron 1005M @ 1.90GHz,NA,1808,NA,993,NA,35,51,Jul-13,FCPGA988,Laptop,
Intel Pentium N3520 @ 2.16GHz,NA,1807,NA,523,NA,7.5,240,Jan-14,FCBGA1170,Laptop,
AMD Athlon X2 235e,NA,1806,NA,NA,NA,45,40,Jan-10,NA,Unknown,
Intel Atom Z3795 @ 1.60GHz,NA,1804,NA,519,NA,4,451,Jun-14,UTFCBGA1380,Laptop,
Intel Core2 Duo T9550 @ 2.66GHz,$298.95*,1802,6.03,1020,3.41,35,51,Feb-09,BGA479,Laptop,
Intel Core2 Extreme X7800 @ 2.60GHz,NA,1802,NA,992,NA,44,40,May-09,PGA478,Laptop,
Intel Celeron J3160 @ 1.60GHz,NA,1798,NA,523,NA,6,299,May-16,BGA1170,Desktop,
AMD Athlon 64 FX-72,NA,1794,NA,NA,NA,125,14,May-09,F (1207),Desktop,
AMD A9-9420e,NA,1792,NA,1045,NA,NA,NA,Apr-18,NA,Laptop,
Intel Core2 Duo T9500 @ 2.60GHz,NA,1792,NA,1042,NA,35,51,Jan-09,BGA479,Laptop,
Intel Core i3-330M @ 2.13GHz,$159.95*,1785,11.16,754,4.71,35,51,Jan-10,BGA1288,Laptop,
AMD Athlon 64 X2 Dual Core 6400+,$259.95 ,1784,6.87,970,3.73,125,14,Nov-08,AM2,Desktop,
Intel Xeon 3070 @ 2.66GHz,$408.95*,1784,4.36,1026,2.51,65,27,May-10,LGA775,Server,
AMD Athlon II X2 B24,$39.95 ,1780,44.57,1022,25.59,65,27,Mar-10,AM3,Desktop,
Intel Core i3-2375M @ 1.50GHz,NA,1773,NA,714,NA,17,104,Jan-13,BGA1023,Laptop,
Intel Core2 Duo E7400 @ 2.80GHz,$28.99*,1769,61.05,1142,39.43,65,27,Dec-08,LGA775,Desktop,
AMD A6-9210,NA,1764,NA,1100,NA,15,117,Jul-16,FP4,Laptop,
Intel Pentium E6500 @ 2.93GHz,$157.95*,1764,11.17,1191,7.54,65,27,Nov-09,LGA775,Desktop,
Intel Core2 Duo E8135 @ 2.66GHz,NA,1761,NA,1079,NA,NA,NA,Mar-09,Socket P,Laptop,
AMD Embedded G-Series GX-215JJ Radeon R2E,NA,1758,NA,945,NA,10,175,Sep-17,FP4,Laptop,
AMD Opteron 1222,NA,1757,NA,938,NA,103,17,Jul-10,AM2,Server,
AMD Phenom X4 Quad-Core GP-9500,NA,1757,NA,619,NA,95,18,Mar-09,AM2+,Desktop,
Intel Xeon W3503 @ 2.40GHz,$9.99*,1757,175.9,998,99.92,130,13,May-09,LGA1366,Server,
AMD Phenom II P860 Triple-Core,NA,1756,NA,649,NA,35,50,Jan-11,S1,Laptop,
Intel Core2 Duo P9600 @ 2.53GHz,$99.00*,1754,17.72,1024,10.35,25,70,Aug-09,PGA478,Laptop,
Intel Core2 Duo P9500 @ 2.53GHz,$998.99*,1753,1.75,1004,1.01,25,70,Dec-08,BGA479,Laptop,
AMD Phenom X2 Dual-Core GE-7060,NA,1752,NA,1167,NA,NA,NA,Mar-13,NA,Unknown,
AMD A6-9200,NA,1747,NA,984,NA,10,174,Mar-18,BGA,Laptop,
Intel Core i7-660UM @ 1.33GHz,NA,1745,NA,800,NA,18,96,Nov-10,BGA1288,Laptop,
AMD Athlon II X2 250,$38.95 ,1741,44.71,1005,25.81,65,26,Jun-09,AM3,Desktop,
Intel Xeon 5150 @ 2.66GHz,$139.95*,1740,12.44,1023,7.31,65,26,Feb-09,LGA771,Server,
Intel Core2 Duo P8800 @ 2.66GHz,$56.99*,1739,30.53,1055,18.52,25,69,Jul-09,BGA479,Laptop,
Intel Pentium E5700 @ 3.00GHz,$14.99*,1738,115.95,1216,81.17,65,26,Sep-10,LGA775,Desktop,
Intel Celeron 1037U @ 1.80GHz,NA,1737,NA,956,NA,17,102,Jul-13,FCBGA1023,Laptop,
Intel Core2 Duo T9400 @ 2.53GHz,$44.95*,1737,38.66,992,22.09,35,49,Jan-09,BGA479,Laptop,
Intel Pentium B940 @ 2.00GHz,$29.94*,1727,57.71,988,33.03,35,49,Jun-11,PGA988,Laptop,
Intel Core2 Duo E7300 @ 2.66GHz,$39.88*,1726,43.3,1108,27.8,65,26,Nov-08,LGA775,Desktop,
Intel Celeron N2940 @ 1.83GHz,NA,1722,NA,500,NA,7.5,229,Sep-14,FCBGA1170,Laptop,
AMD Phenom II N640 Dual-Core,$64.95*,1721,26.51,909,14,35,49,Oct-10,S1,Laptop,
Intel Celeron B840 @ 1.90GHz,NA,1719,NA,942,NA,35,49,Dec-11,PGA988B,Laptop,
Intel Core i3-2340UE @ 1.30GHz,NA,1719,NA,688,NA,17,101,Jun-14,BGA-1023,Laptop,
Intel Celeron G530T @ 2.00GHz,NA,1717,NA,1047,NA,35,49,Jan-11,LGA1155,Desktop,
AMD Athlon II X2 B22,$41.69*,1715,41.16,968,23.23,65,26,Jan-10,AM3,Desktop,
AMD Sempron 3850 APU,$73.10 ,1715,23.47,512,7.01,25,68,Apr-14,AM1,FS1b,Desktop
Intel Pentium B950 @ 2.10GHz,NA,1715,NA,992,NA,35,49,Jun-11,PGA988,Laptop,
